slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status
786,AS/KRM/83D06/2014-15/0001,Assam,Karimganj,"Satkaragul (Pathariya Hills RF),","NH-44. Satkaragul Village near Nilambazar, Nilambazar Circle, Karimganj.",24.70619444,92.28997222,Earth,Flow,10 May 2014,1,2014-05-10,True,1.5,15.0,ok
787,ASM/DH/83G04/2022-23/021,Assam,Dima Hasao,Moulhoi Slide 1,"Gilgal Veng, Moulhoi, Haflong",25.17623,93.01326,Debris,Slide,14 May 2022,1,2022-05-14,True,66.9,669.0,ok
799,AS/KAM(M)/78N16/2025/006,Assam,Kamrup,"Doimuguri, Bonda","Doimuguri,",26.19113889,91.82961111,Earth,Slide,31 May 2025,1,2025-05-31,True,15.7,157.0,ok
800,AS/KAM(M)/78N16/2025/05,Assam,Kamrup,Rupnagar,,26.158193,91.755807,Debris,Slide,06 June 2025,1,2025-06-06,True,4.0,40.0,ok
801,AS/KAM(M)/78N12/2025/01,Assam,Kamrup,Kamakhya Main Road,Kamakhya Road,26.166185,91.7147,Earth,Slide,04 June 2025,1,2025-06-04,True,38.6,386.0,ok
804,AS/KAM(M)/78N12/2025/04,Assam,Kamrup,Pandu,Pandu,26.17027,91.698,Debris,Slide,31 May 2025,1,2025-05-31,True,14.6,146.0,ok
805,ASM/DH/83C16/2023-24/001,Assam,Dima Hasao,Lower Boulsol slide,Lower Boulsol,25.117665,92.847709,Debris,Slide,14 May 2022,1,2022-05-14,True,88.5,885.0,ok
808,ASM/DH/83C15/2023-24/001,Assam,Dima Hasao,Old Sangbar playground slide,Old Sangbar,25.366255,92.823037,Debris,Slide,14 May 2022,1,2022-05-14,True,59.7,597.0,ok
813,ASM/DH/83G03/2023-24/004,Assam,Dima Hasao,Gunjung subsidence,Gunjung,25.316197,93.006158,Earth,Subsidence,16 June 2022,1,2022-06-16,True,115.6,1156.0,ok
842,6986,Assam,Kamrup,Sundarpur village,,25.757752,91.252285,Debris,flow,17 July 2014,1,2014-07-17,True,0.7,7.0,ok
843,7077,Assam,Kamrup (Metro),708,,26.238016,91.945953,Soil,slide,2 November 2025,1,2025-11-02,False,,,after_v07b_cutoff
844,7115,Assam,Kamrup,lepgaon,,25.872268,91.213965,Debris,flow,23 September 2014,1,2014-09-23,True,0.1,1.0,ok
845,7192,Assam,Kamrup,,,26.2272613,91.6922458,Debris,slide,26 December 2008,1,2008-12-26,True,1.5,15.0,ok
846,7193,Assam,Kamrup (Metro),Birkuchi,,26.184324,91.855395,Soil,slide,31 May 2025,1,2025-05-31,True,15.7,157.0,ok
847,7194,Assam,Kamrup,,,26.24698,91.964383,Debris,slide,05 July 2025,1,2025-07-05,True,14.5,145.0,ok
848,7195,Assam,Kamrup (Metro),Nalgedra,,26.11956,92.052125,Soil,slide,05 June 2025,1,2025-06-05,True,1.3,13.0,ok
849,7196,Assam,Dima Hasao,,,25.69814,93.129423,Soil,slide,05 June 2025,1,2025-06-05,True,0.0,0.0,ok
850,7197,Assam,Dima Hasao,,,25.648512,93.121528,Debris,slide,05 June 2025,1,2025-06-05,True,0.0,0.0,ok
852,7201,Assam,West Khasi Hills,Harsanagar,,25.740148,91.224044,Soil,slide,18 July 2014,1,2014-07-18,True,2.6,26.0,ok
856,7241,Assam,Kamrup (Metro),Amchong tea estate,,26.156633,91.938576,Soil,slide,8 August 2024,1,2024-08-08,True,43.7,437.0,ok
900,ARN/Papumpare/83E12/2020/0 1,Arunachal Pradesh,Papum Pare,,,27.08130556,93.61283333,Unconsolidated rock debris and sandy soil.,Translation (Debris flow),25 June 2020,1,2020-06-25,True,90.7,907.0,ok
999,ARN/LS/83E15/2016/04,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.193425,93.780983,Debris,Slide,16 July 2016,1,2016-07-16,True,69.7,697.0,ok
1033,ARN/LS/83E15/2016/08,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.23995,93.806589,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok
1042,ARN/LS/83E15/2016/07,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.246131,93.804711,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok
1049,ARN/LS/83E15/2016/06,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.254756,93.801303,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok
1082,ARN/LS/83E15/2016/05,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.294886,93.803328,Debris,Slide,17 July 2016,1,2016-07-17,True,4.8,48.0,ok
1103,ARN/LS/83E15/2016/03,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.307072,93.806008,Debris,Slide,17 July 2016,1,2016-07-17,True,4.4,44.0,ok
1120,ARN/LS/83E15/2016/02,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.339267,93.802581,Debris,Slide,16 July 2016,1,2016-07-16,True,84.3,843.0,ok
1209,ARN/Papumpare/83E12/2020/0 1,Arunachal Pradesh,Papum Pare,Donyi Slide,"Near Jollang Road, 2.5 km east of Itanagar City",27.08130556,93.61283333,Unconsolidated rock debris and sandy soil.,Translation (Debris flow),25 June 2020,1,2020-06-25,True,90.7,907.0,ok
1218,ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Debris,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok
1219,ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Earth / soil,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok
1220,ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,,27.59152778,91.88044444,Earth / soil,Flows,23 April 2016,1,2016-04-23,True,1.0,10.0,ok
1241,ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok
1242,ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok
1246,ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,,27.589417,91.861444,,Slide,23 April 2016,1,2016-04-23,True,1.0,10.0,ok
1251,ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,,27.591389,91.9025,Rock cum Debris,Slide,23 April 2016,1,2016-04-23,True,1.4,14.0,ok
1254,ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,,27.591806,91.865028,,Fall,22 April 2016,1,2016-04-22,True,26.5,265.0,ok
1258,ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,,27.593139,91.873889,,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok
1259,ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,,27.593361,91.879444,,Subsidence,23 April 2016,1,2016-04-23,True,1.0,10.0,ok
1260,ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang,Duda Slide (District Urban Development Authority Colony),,27.594833,91.866417,Debris,Slide,22 April 2016,1,2016-04-22,True,26.5,265.0,ok
1264,ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,,27.596639,91.878972,Debris,Slide,23 April 2016,1,2016-04-23,True,1.0,10.0,ok
1265,ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,,27.596639,91.878972,Debris,Slide,23 April 2016,1,2016-04-23,True,1.0,10.0,ok
1771,ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,,,28.38919722,95.92776111,Rock,flow,24 April 2024,1,2024-04-24,True,8.2,82.0,ok
1941,ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,Abrali Slide,Hunli-Anini Road (NH313),28.38919722,95.92776111,Rock,flow,24 April 2024,1,2024-04-24,True,8.2,82.0,ok
2078,7386,Arunachal Pradesh,Papum Pare,Niti Vihar,,27.099285,93.614766,Soil,subsidence,16 March 2026,1,2026-03-16,False,,,after_v07b_cutoff
2080,7583,Arunachal Pradesh,Lower Siang,Magi basti,Roadside landslide near Magi basti,27.715081,94.692035,Debris,slide,28 June 2026,1,2026-06-28,False,,,after_v07b_cutoff
17975,MN/UKH/83L05/2018/001,Manipur,Ukhrul,Landslide at 1.5 km South of Leiting Village,NH102A.(Near Leiting Village),22.873558,92.755953,Debris,Slide,14 June 2018,1,2018-06-14,True,19.1,191.0,ok
18354,MAN/CHAN/83L03/2007/C-10,Manipur,Chandel,Bongyang slide,,24.40639,94.06583,Debris,Slide,7 September 2007,1,2007-09-07,True,18.8,188.0,ok
18646,MAN/TAM/83H09/2009-10/MN- 1,Manipur,Tamenglong,Tupul Slide,"Tupul (Along NH-53, Juncture of Tupul & Ijai Rivers)",24.792333,93.658222,Debris,Slide,10 June 2010,1,2010-06-10,True,8.9,89.0,ok
18701,MN/TGPL/83L03/2018/009,Manipur,Tengnoupal,Lokchao Landslide,Lokchao village,24.813306,93.243417,Rock,Slide,2 August 2018,1,2018-08-02,True,0.2,2.0,ok
18716,MAN/TAM/83H09/2007/C-1,Manipur,Tamenglong,Khongsong slide,,24.81722,93.51722,,,16 June 2007,1,2007-06-16,True,39.8,398.0,ok
18718,MAN/TAM/83H09/2007/C-13,Manipur,Tamenglong,Taobam landslide,,24.81778,93.51583,Debris,Slide,10 September 2007,1,2007-09-10,True,9.4,94.0,ok
18759,MAN/TAM/83H05/2008/C-19,Manipur,Tamenglong,Tamenglong-Khongsang road-2 slide,,24.83278,93.46333,Debris,Slide,1 July 2008,1,2008-07-01,True,2.1,21.0,ok
18802,MAN/TAM/83H05/2007/C-14,Manipur,Tamenglong,Lamkaolong slide,,24.84833,93.45917,Rock,Fall,12 September 2007,1,2007-09-12,True,0.7,7.0,ok
18803,MAN/TAM/83H05/2008/C-17,Manipur,Tamenglong,Tamenglong - Khongsang road slide,,24.84833,93.45917,Debris,Slide,19 June 2008,1,2008-06-19,True,1.8,18.0,ok
18823,MAN/TAM/83H09/2009-10/MN- 2,Manipur,Tamenglong,Lukhambi slide,"NH-53(Imphal-Jiribam, 3km from None towards Nungba)",24.862444,93.610639,,Slide,05 June 2010,1,2010-06-05,True,11.2,112.0,ok
18875,MAN/TAM/83H05/2008/C-18,Manipur,Tamenglong,Tamenglong-Khongsang road (near Tabanglong) slide,,24.90139,93.45389,Debris,Slide,19 June 2008,1,2008-06-19,True,4.0,40.0,ok
18904,MN/NON/83H13/2018/001,Manipur,Noney,Kotlen landslide,NH37/Kotlen,24.9252,94.3371,Rock,Slide,06 June 2018,1,2018-06-06,True,0.1,1.0,ok
18986,MN/UKH/83L01/2018/48,Manipur,Ukhrul,,Mayophung,24.983528,94.158333,Soil cum debris,Slide,12 June 2018,1,2018-06-12,True,125.1,1251.0,ok
18988,MN/TAM/83H05/2018/1,Manipur,Tamenglong,,New Kanan Tamenglong,24.983806,93.497528,Debris,Slide,22 June 2018,1,2018-06-22,True,14.0,140.0,ok
18991,MN/TMG/83H01/2018/001,Manipur,Tamenglong,Makru Bridge Landslide,NH37/ ImphalJiribam Highway/ Makru Bridge,24.985167,93.508306,Debris,Slide,3 May 2018,1,2018-05-03,True,1.6,16.0,ok
18997,MAN/TAM/83H09/2007/C-2,Manipur,Tamenglong,Tamenglong slide,,24.98611,93.50583,Debris,Slide,24 August 2007,1,2007-08-24,True,1.8,18.0,ok
19011,MAN/TAM/83H09/2007/C-7A,Manipur,Tamenglong,Capentry area slide,,24.99083,93.50583,Debris,Slide,28 August 2007,1,2007-08-28,True,5.8,58.0,ok
19012,MAN/TAM/83H09/2007/C-7B,Manipur,Tamenglong,Capentary area-2 slide,,24.99083,93.50583,Debris,Slide,28 August 2007,1,2007-08-28,True,5.8,58.0,ok
19016,MAN/TAM/83H05/2007/C-5,Manipur,Tamenglong,Guigailuang-2 slide,,24.99306,93.4975,Debris,Slide,28 August 2007,1,2007-08-28,True,11.0,110.0,ok
19017,MN/UKH/83L01/2018/14,Manipur,Ukhrul,,Lamlai Chingphei,24.994278,94.205917,Rock cum debris,Slide,28 August 2007,1,2007-08-28,True,36.8,368.0,ok
19019,MAN/TAM/83H09/2007/C-6,Manipur,Tamenglong,Tamenglong-2 slide,,24.99694,93.50222,,,28 August 2007,1,2007-08-28,True,5.8,58.0,ok
19020,MN/KAN/83L01/2018/47,Manipur,Kangpokpi,,Khonkon village,24.997972,94.020444,Rock cum debris,Slide,28 August 2007,1,2007-08-28,True,16.9,169.0,ok
19046,MN/TMG/83H09/2018/001,Manipur,Tamenglong,New Salem Slide,New Salem (Along TamenglongTamei State Highway),25.047833,92.789306,Soil,Slide,11 July 2018,1,2018-07-11,True,16.9,169.0,ok
19515,MAN/SEN/83K03/2007/C-12,Manipur,Senapati,Shajouba landslide,,25.47217,94.15433,Debris,Slide,09 September 2007,1,2007-09-09,True,5.6,56.0,ok
19558,MA/TAM/83H05/2024/01,Manipur,Tamenglong,Dimthanlong landslide,Dimthanlong,24.979,93.496,Earth,Slide,29 July 2024,1,2024-07-29,True,94.0,940.0,ok
19575,MN-33/2011,Manipur,TAMENGLONG,Gadailong slide,,24.985,93.52113889,Earth,Slide,31 May 2011,1,2011-05-31,True,25.8,258.0,ok
19576,MN-34/2011,Manipur,TAMENGLONG,Sinam Kuki SLIDE,,24.79083333,93.72333333,Rock,Slide,6 July 2011,1,2011-07-06,True,5.1,51.0,ok
19578,ML-94/2011,Manipur,Ri-Bhoi,Umsaw Khwan slide,,25.67469444,91.88652778,,Nil,26 June 2011,1,2011-06-26,True,8.7,87.0,ok
19582,MN-10/2010,Manipur,Tamenglong,None slide,,24.86469444,93.62116667,,Nil,08 June 2010,1,2010-06-08,True,48.6,486.0,ok
19583,MN-11/2010,Manipur,Tamenglong,Khumji slide,,24.86297222,93.62397222,,Nil,08 June 2010,1,2010-06-08,True,48.6,486.0,ok
19584,MN-12/2010,Manipur,Tamenglong,Khoupum slide,,24.73133333,93.92738889,,Nil,28 March 2010,1,2010-03-28,True,37.7,377.0,ok
19585,Manipur/ Ukhrul/ 83 L5/ 2015/01,Manipur,Ukhrul,Phungyar Landslide,Phungyar village,24.82022222,94.35255556,Debris,Deep translational,30 July 2015,1,2015-07-30,True,37.0,370.0,ok
19600,6822,Manipur,Noney,,NH-37,24.846509,93.573533,Debris,slide,31 May 2025,1,2025-05-31,True,95.2,952.0,ok
19601,6831,Manipur,Noney,,NH-37,24.863924,93.617853,Debris,slide,05 June 2025,1,2025-06-05,True,0.3,3.0,ok
19658,MEG/EJH/83CO8/2018/01,Meghalaya,East Jaintia Hills,Sonapur 4km mile stone,NH-6,25.09178,92.35469,Rock,Slide,07 May 2018,1,2018-05-07,True,13.6,136.0,ok
19675,MEGH/JH/83C08/2007/D-23,Meghalaya,Jaintia Hills,Sonapur slide,NH-44,25.12186,92.388583,,Flow,31 July 2007,1,2007-07-31,True,62.6,626.0,ok
19681,MEGH/JH/83C08/2007/D-22,Meghalaya,Jaintia Hills,Tongseng slide,NH - 44,25.134194,92.383528,Rock cum Debris,Slide,31 July 2007,1,2007-07-31,True,62.6,626.0,ok
19737,MEGH/WKH/78O04/2008/D-26,Meghalaya,West Khasi Hills,Rajai slide,,25.201,91.234,Debris,Fall,12 August 2008,1,2008-08-12,True,25.3,253.0,ok
19739,MEGH/WKH/78O04/2008/D-27,Meghalaya,West Khasi Hills,Shipur slide,,25.20283,91.20908,Debris,Fall,10 August 2008,1,2008-08-10,True,22.6,226.0,ok
19895,MEG/EKH/78O15/2022/01,Meghalaya,East Khasi Hills,,,25.296,91.932,Rock,Slide,04 April 2022,1,2022-04-04,True,64.1,641.0,ok
19902,MEGH/EKH/78O11/2009/D-37,Meghalaya,East Khasi Hills,Umstew landslide,Road (Shillong-Sohra),25.300389,91.726722,Debris,Slide,29 June 2009,1,2009-06-29,True,88.8,888.0,ok
19914,ML/SWKH/78O07/2014/01,Meghalaya,South West Khasi Hills,Tynnai Ground crack,Tynnai Village,25.31458,91.45242,Rock,Creep,6 August 2013,1,2013-08-06,True,38.8,388.0,ok
19915,MEGH/WKH/78O07/2007/D-10,Meghalaya,West Khasi Hills,Tynnai (West) slide,,25.31488,91.44913,Rock cum Debris,Slide,19 July 2007,1,2007-07-19,True,48.5,485.0,ok
19916,MEGH/WKH/78O07/2007/D-11,Meghalaya,West Khasi Hills,Rangjadong slide,,25.31488,91.33367,Debris,Slide,19 July 2007,1,2007-07-19,True,40.3,403.0,ok
19917,ME/EKJ/78O15/2015/140,Meghalaya,East Khasi Hills,,1 km SW of Myllad village,25.315176,91.923021,Rock,Slide,19 July 2007,1,2007-07-19,True,73.1,731.0,ok
19923,MEGH/WKH/78O07/2007/D-12,Meghalaya,West Khasi Hills,Tynnai East slide,,25.31848,91.45262,Debris,Fall,19 July 2007,1,2007-07-19,True,48.5,485.0,ok
19924,ME/EKJ/78O15/2015/134,Meghalaya,East Khasi Hills,,Approach road to Nongsder,25.320833,91.9275,Rock,Slide,19 July 2007,1,2007-07-19,True,73.1,731.0,ok
20014,MEGH/WKH/78O07/2007/D-15,Meghalaya,West Khasi Hills,Jashiar East slide,,25.38803,91.46977,Debris,Slide,16 June 2007,1,2007-06-16,True,86.8,868.0,ok
20033,MEGH/WKH/78O11/2007/D-14,Meghalaya,West Khasi Hills,Jakrem East slide,,25.40023,91.5159,Debris,Slide,16 June 2007,1,2007-06-16,True,104.1,1041.0,ok
20035,MEGH/WKH/78O07/2007/D-4,Meghalaya,West Khasi Hills,Mawthawiang slide,,25.4013,91.45855,Debris,Slide,18 August 2007,1,2007-08-18,True,5.8,58.0,ok
20036,MG/SGH/78K11/2018/7,Meghalaya,South Garo hills,Nengkhra-Nongalbibra road slide,NH-62,25.403061,90.724166,Debris,Slide,18 August 2007,1,2007-08-18,True,8.2,82.0,ok
20037,MEGH/WKH/78O07/2007/D-5,Meghalaya,West Khasi Hills,Umjarain East slide,,25.40547,91.53712,Rock cum Debris,Slide,18 August 2007,1,2007-08-18,True,6.6,66.0,ok
20038,ME/EKJ/78O15/2015/87,Meghalaya,East Khasi Hills,,lyngshing approach road,25.407917,91.998889,Rock,Fall,18 August 2007,1,2007-08-18,True,1.5,15.0,ok
20047,MEGH/WKH/78O07/2007/D-3,Meghalaya,West Khasi Hills,Laitlawsnai slide,,25.425,91.405,Debris,Slide,18 August 2007,1,2007-08-18,True,5.8,58.0,ok
20055,MEGH/JH/78O15/2009/D-36,Meghalaya,Jaintia Hills,Laitlongkot slide,NH-40 (Shillong-Pynursla),25.43561,91.862056,Debris,Slide,17 July 2009,1,2009-07-17,True,15.7,157.0,ok
20064,MEGH/WKH/78O07/2007/D-13,Meghalaya,West Khasi Hills,Mawpon slide,,25.44465,91.34622,Debris,Slide,17 July 2007,1,2007-07-17,True,134.9,1349.0,ok
20096,MEGH/WKH/78O06/2007/D-8,Meghalaya,West Khasi Hills,Nongjyllieh slide,,25.50335,91.28335,Rock,Slide,25 July 2007,1,2007-07-25,True,176.3,1763.0,ok
20097,MEG/EKH/78O10/2021/04,Meghalaya,East Khasi Hills,,,25.50368056,91.72342222,Rock,Slide,19 July 2007,1,2007-07-19,True,64.2,642.0,ok
20099,MEGH/WKH/78O06/2007/D-9,Meghalaya,West Khasi Hills,Nongjyllieh-2 slide,,25.50667,91.28318,Debris,Slide,19 July 2007,1,2007-07-19,True,20.5,205.0,ok
20108,MEGH/WGH/78K02/2007/D-19,Meghalaya,West Garo Hills,Tura town (Rishipara) slide,,25.51028,90.21678,,,27 July 2007,1,2007-07-27,True,79.1,791.0,ok
20112,MEGH/WKH/78O06/2007/D-7,Meghalaya,West Khasi Hills,Mawkawah slide,PWD road (SH),25.51973,91.28443,Debris,Fall,25 July 2007,1,2007-07-25,True,176.3,1763.0,ok
20114,MEGH/WKH/78O06/2007/D-6,Meghalaya,West Khasi Hills,Lawab slide,Road (Nongstoin by pass),25.5208,91.25985,Rock cum Debris,Slide,25 July 2007,1,2007-07-25,True,176.3,1763.0,ok
20141,MEGH/EKH/83C02/2009/D-34,Meghalaya,East Khasi Hills,Puriang-4 slide,NH-44 (Shillong - Silchar),25.54231,92.1,Rock cum Debris,Slide,1 July 2009,1,2009-07-01,True,109.7,1097.0,ok
20142,MEGH/EKH/83C02/2009/D-31,Meghalaya,East Khasi Hills,Puriang slide,NH-44 (Shillong - Silchar),25.54261,92.10867,Debris,Slide,1 July 2009,1,2009-07-01,True,106.7,1067.0,ok
20143,MEGH/EKH/83C02/2009/D-35,Meghalaya,Jaintia Hills,Kongong-2 slide,NH-44 (Shillong-Silchar road),25.54261,92.09842,Debris,Slide,1 July 2009,1,2009-07-01,True,109.7,1097.0,ok
20144,MEGH/EKH/83C02/2009/D-33,Meghalaya,East Khasi Hills,Puriang-3 slide,NH-44 (Shillong - Silchar),25.54264,92.10214,Rock,Slide,1 July 2009,1,2009-07-01,True,106.7,1067.0,ok
20148,MEGH/EKH/83C02/2009/D-32,Meghalaya,East Khasi Hills,Puriang-2 slide,NH-44 (Shillong - Silchar),25.54328,92.10478,Rock,Fall,1 July 2009,1,2009-07-01,True,106.7,1067.0,ok
20204,MEGH/EKH/78O14/2007/D-17,Meghalaya,East Khasi Hills,Nongrimbah slide,,25.56667,91.90194,Debris,Slide,08 September 2007,1,2007-09-08,True,130.7,1307.0,ok
20231,ML/EKH/78O14/2014/03,Meghalaya,East Khasi Hills,Barapathar,Barapathar,25.57822,91.86545,Debris,Slide,23 September 2014,1,2014-09-23,True,25.9,259.0,ok
20293,MEG/EKH/78O14/2024/01,Meghalaya,East Khasi Hills,,,25.6251,91.9118,Slope cut debris (weathered quartzite),Slide,27 May 2024,1,2024-05-27,True,141.3,1413.0,ok
20350,MEG/RB/78O14/2017/01,Meghalaya,Ri-Bhoi,Tharia slide,Tharia village,25.663444,91.915944,Debris,Slide,17 June 2017,1,2017-06-17,True,45.6,456.0,ok
20376,MEGH/WKH/78O02/2007/D-1,Meghalaya,West Khasi Hills,Nongjri (Porthangjah) slide,,25.68625,91.118358,Debris,Fall,15 September 2007,1,2007-09-15,True,6.8,68.0,ok
20377,MEG/WKH/78O10/2016/51,Meghalaya,West Khasi Hills,,NongkhlawPatharkhammah road,25.687056,91.6485,Debris,Slide,15 September 2007,1,2007-09-15,True,8.5,85.0,ok
20390,MEGH/WKH/78O02/2007/D-2,Meghalaya,West Khasi Hills,Tynrong Mawsaw slide,,25.69483,91.11836,Debris,Slide,15 September 2007,1,2007-09-15,True,6.8,68.0,ok
20391,ME/EKJ/78O14/2015/23,Meghalaya,East Khasi Hills,,NH-40,25.695552,91.903777,Debris,Slide,15 September 2007,1,2007-09-15,True,8.7,87.0,ok
20469,ML/RIB/78N16/2014/06,Meghalaya,Ri-Bhoi,19 Mile,GS Road,26.00294,91.86692,Debris,Slide,23 September 2014,1,2014-09-23,True,8.2,82.0,ok
20474,ML/RIB/78N16/2014/02,Meghalaya,Ri-Bhoi,17 Mile B,GS road,26.02547,91.87158,Earth,Slide,20 September 2014,1,2014-09-20,True,20.8,208.0,ok
20486,3344,Meghalaya,West Jaintia Hills,,,25.47704743,92.16831285,Debris,Slide,25 May 2020,1,2020-05-25,True,52.6,526.0,ok
20487,3348,Meghalaya,West Jaintia Hills,,,25.46307925,92.25426106,Soil,Slide,26 May 2020,1,2020-05-26,True,220.6,2206.0,ok
20488,3215,Meghalaya,East Khasi Hills,,,25.5667327,91.9146185,Debris,Slide,04 October 2024,1,2024-10-04,True,20.1,201.0,ok
20489,3351,Meghalaya,West Jaintia Hills,,,25.28422636,92.11294194,Debris,Slide,26 June 2020,1,2020-06-26,True,154.3,1543.0,ok
20490,3345,Meghalaya,West Jaintia Hills,,,25.2842285,92.11314877,Rock,Slide,26 May 2020,1,2020-05-26,True,120.5,1205.0,ok
20491,ME/SWKH/78O07/2024/4,Meghalaya,South West Khasi Hills,Manad slide-1,Manad village,25.29967,91.46108,Debris,Slide,15 June 2024,1,2024-06-15,True,128.7,1287.0,ok
20494,ME/SWKH/78O072024/7,Meghalaya,South West Khasi Hills,Manad slide-4,Manad village,25.29739,91.46201,Debris,Slide,17 June 2024,1,2024-06-17,True,186.6,1866.0,ok
20497,ME/RIB/78O13/2024/10,Meghalaya,Ri-Bhoi,Umran Dairy slide,Umran Dairy village,25.781246,91.874475,Earth,Slide,6 July 2024,1,2024-07-06,True,0.5,5.0,ok
20500,ME/EKH/78O15/2025/02,Meghalaya,East Khasi Hills,Laitlyngkot- Pomlum slide 1,NH-206,25.422278,91.867694,Rock,Slide,30 May 2025,1,2025-05-30,True,81.0,810.0,ok
20501,ME/EKH/78O15/2025/03,Meghalaya,East Khasi Hills,Laitlyngkot-Pomlum slide 2,NH-206,25.43480556,91.85952778,Debris,Slide,30 May 2025,1,2025-05-30,True,81.0,810.0,ok
20502,ME/EKH/78O15/2025/04,Meghalaya,East Khasi Hills,11th Mile slide2,NH-206,25.48716667,91.81936111,Debris,Slide,30 May 2025,1,2025-05-30,True,81.0,810.0,ok
20506,ME/EKH/78O15/2025/08,Meghalaya,East Khasi Hills,Mawrah Rock slide,Laitkroh –Khadarshnog road sector,25.366201,91.767213,Rock,Slide,31 May 2025,1,2025-05-31,True,92.1,921.0,ok
20507,ME/EKH/78O15/2025/09,Meghalaya,East Khasi Hills,Mawkhnai landslide,Laitkroh –Khadarshnog road sector,25.355042,91.767525,Debris,Slide,31 May 2025,1,2025-05-31,True,92.1,921.0,ok
20508,ME/EKH/78O15/2025/10,Meghalaya,East Khasi Hills,War-War landslide,Laitkroh –Khadarshnog road sector,25.340415,91.774142,Debris,Slide,31 May 2025,1,2025-05-31,True,92.1,921.0,ok
20511,ML-1/2010,Meghalaya,East Khasi Hills,Wall collase of mosque,,25.57711111,91.88141667,,,27 August 2010,1,2010-08-27,True,28.0,280.0,ok
20512,ML-2/2010,Meghalaya,East Khasi Hills,Meghalaya Police's C.I.D Quarters,,25.56183333,91.86855556,,,28 June 2010,1,2010-06-28,True,60.7,607.0,ok
20513,ML-3/2010,Meghalaya,East Khasi Hills,Lumsohra,,25.57188889,91.90127778,,,28 June 2010,1,2010-06-28,True,58.9,589.0,ok
20514,ML-4/2010,Meghalaya,East Khasi Hills,CathedralChurch,,25.56852778,91.89219444,,,28 June 2010,1,2010-06-28,True,60.7,607.0,ok
20517,ML-6/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13561111,92.3805,,,22 April 2010,1,2010-04-22,True,116.1,1161.0,ok
20518,ML-7/2010,Meghalaya,Jaintia Hills,Tongseng Landslide,,25.13486111,92.382,,,22 April 2010,1,2010-04-22,True,116.1,1161.0,ok
20519,ML-8/2010,Meghalaya,Jaintia Hills,Sonapur,,25.12383333,92.38519444,,,22 April 2010,1,2010-04-22,True,116.1,1161.0,ok
20520,ML-9/2010,Meghalaya,Jaintia Hills,Kulyng Slide,,25.07533333,92.36341667,,,22 April 2010,1,2010-04-22,True,99.3,993.0,ok
20521,ML-10/2010,Meghalaya,Jaintia Hills,Umkiang Slide,,25.05108333,92.40219444,,,22 April 2010,1,2010-04-22,True,73.9,739.0,ok
20522,ML-11/2010,Meghalaya,Jaintia Hills,Dona Slide,,25.04305556,92.42041667,,,22 April 2010,1,2010-04-22,True,73.9,739.0,ok
