event_date,latitude,longitude,state,district
2024-05-28,23.46777778,92.74111111,Mizoram,Aizawl
2024-05-28,23.46805556,92.71638889,Mizoram,Aizawl
2024-05-28,23.4725,92.71444444,Mizoram,Aizawl
2024-05-28,23.49,92.70555556,Mizoram,Aizawl
2024-05-28,23.49722222,92.70333333,Mizoram,Aizawl
2024-05-28,23.51361111,92.69833333,Mizoram,Aizawl
2024-05-28,23.53666667,92.6975,Mizoram,Aizawl
2024-05-28,23.54166667,92.70194444,Mizoram,Aizawl
2024-05-28,23.54277778,92.70333333,Mizoram,Aizawl
2024-05-28,23.52944444,92.72944444,Mizoram,Aizawl
2024-05-28,23.53083333,92.73055556,Mizoram,Aizawl
2024-05-28,23.53111111,92.73361111,Mizoram,Aizawl
2024-05-28,23.53083333,92.73333333,Mizoram,Aizawl
2024-05-28,23.56388889,92.70805556,Mizoram,Aizawl
2024-05-28,23.56416667,92.70805556,Mizoram,Aizawl
2024-05-28,23.565,92.70777778,Mizoram,Aizawl
2024-05-28,23.56666667,92.70888889,Mizoram,Aizawl
2024-05-28,23.77305556,92.74361111,Mizoram,Aizawl
2024-05-28,23.77472222,92.76194444,Mizoram,Aizawl
2024-05-28,23.77361111,92.76111111,Mizoram,Aizawl
2024-05-28,23.74861111,92.73861111,Mizoram,Aizawl
2024-05-28,23.61,92.72083333,Mizoram,Aizawl
2024-05-28,23.60666667,92.72305556,Mizoram,Aizawl
2024-05-28,23.5925,92.71666667,Mizoram,Aizawl
2024-05-28,23.58722222,92.71361111,Mizoram,Aizawl
2024-05-28,23.57694444,92.71305556,Mizoram,Aizawl
2024-05-28,23.58027778,92.715,Mizoram,Aizawl
2024-05-28,23.58138889,92.71416667,Mizoram,Aizawl
2024-05-28,23.58694444,92.7175,Mizoram,Aizawl
2024-05-28,23.58555556,92.71583333,Mizoram,Aizawl
2024-05-28,23.58583333,92.71638889,Mizoram,Aizawl
2024-05-28,23.58638889,92.71583333,Mizoram,Aizawl
2024-05-28,23.65388889,92.72444444,Mizoram,Aizawl
2024-05-28,23.65416667,92.71777778,Mizoram,Aizawl
2024-05-28,23.655,92.71444444,Mizoram,Aizawl
2024-05-28,23.65416667,92.69,Mizoram,Aizawl
2024-05-28,23.66055556,92.67277778,Mizoram,Aizawl
2024-05-28,23.66083333,92.67277778,Mizoram,Aizawl
2024-05-28,23.65777778,92.67444444,Mizoram,Aizawl
2024-05-28,23.65861111,92.70583333,Mizoram,Aizawl
2024-05-28,23.68143611,92.72144167,Mizoram,Aizawl
2024-05-28,23.73555556,92.78833333,Mizoram,Aizawl
2024-05-28,23.72694444,92.79527778,Mizoram,Aizawl
2024-05-28,23.73277778,92.79722222,Mizoram,Aizawl
2024-05-28,23.73416667,92.79861111,Mizoram,Aizawl
2024-05-28,23.74555556,92.79444444,Mizoram,Aizawl
2024-05-28,23.73666667,92.79722222,Mizoram,Aizawl
2024-05-28,23.73638889,92.79805556,Mizoram,Aizawl
2024-05-28,23.73583333,92.79888889,Mizoram,Aizawl
2024-05-28,23.73638889,92.8,Mizoram,Aizawl
2024-05-28,23.73555556,92.80027778,Mizoram,Aizawl
2024-05-28,23.71972222,92.79777778,Mizoram,Aizawl
2024-05-28,23.72222222,92.80138889,Mizoram,Aizawl
2024-05-28,23.73305556,92.84777778,Mizoram,Aizawl
2024-05-28,23.76083333,92.8475,Mizoram,Aizawl
2024-05-28,23.86972222,92.87611111,Mizoram,Aizawl
2024-05-28,23.80750556,92.83417222,Mizoram,Aizawl
2024-05-28,23.47694444,92.857846,Mizoram,Serchhip
2024-05-28,23.471041,92.85503,Mizoram,Serchhip
2024-05-28,23.465558,92.855991,Mizoram,Serchhip
2024-05-28,23.463164,92.854672,Mizoram,Serchhip
2024-05-28,23.31259,92.856415,Mizoram,Serchhip
2024-05-28,23.288812,92.864763,Mizoram,Serchhip
2024-05-28,23.281264,92.869279,Mizoram,Serchhip
2024-05-28,23.379441,92.844081,Mizoram,Serchhip
2024-05-28,23.38151,92.844938,Mizoram,Serchhip
2024-05-28,23.382175,92.843876,Mizoram,Serchhip
2024-05-28,23.382772,92.845187,Mizoram,Serchhip
2024-05-28,23.381533,92.854115,Mizoram,Serchhip
2024-05-28,23.387941,92.842291,Mizoram,Serchhip
2024-05-28,23.237077,92.910043,Mizoram,Serchhip
2024-05-28,23.126631,93.064946,Mizoram,Serchhip
2022-11-14,22.91452778,92.89333333,Mizoram,Hnahthial
2022-04-05,23.65530556,92.7025,Mizoram,Aizawl
2018-06-22,23.73053889,92.716019,Mizoram,Aizawl
2023-08-13,23.51980556,92.70066667,Mizoram,Aizawl
2023-07-24,24.27138889,92.96,Mizoram,Aizawl
2013-08-15,24.18561111,92.94536111,Mizoram,Aizawl
2023-06-09,23.57166667,92.71083333,Mizoram,Aizawl
2023-08-08,23.58388889,92.71722222,Mizoram,Aizawl
2023-07-25,23.58591667,92.71777778,Mizoram,Aizawl
2023-07-06,23.55944444,92.70833333,Mizoram,Aizawl
2023-08-06,23.54380556,92.70136111,Mizoram,Aizawl
2023-08-06,23.54027778,92.70138889,Mizoram,Aizawl
2023-08-06,23.53986111,92.70063889,Mizoram,Aizawl
2023-07-28,23.535,92.69694444,Mizoram,Aizawl
2023-08-02,23.53333333,92.69722222,Mizoram,Aizawl
2023-08-03,23.52972222,92.69611111,Mizoram,Aizawl
2023-06-02,23.49991667,92.70136111,Mizoram,Aizawl
2023-08-09,23.5,92.70111111,Mizoram,Aizawl
2023-10-25,23.78138889,92.67638889,Mizoram,Aizawl
2023-09-17,23.93027778,92.6525,Mizoram,Kolasib
2023-08-12,23.05805556,92.67583333,Mizoram,Kolasib
2023-09-12,23.05222222,92.67027778,Mizoram,Kolasib
2023-09-12,23.03016667,92.67336111,Mizoram,Kolasib
2023-09-17,23.02280556,92.67255556,Mizoram,Kolasib
2023-07-23,23.00638889,92.67691667,Mizoram,Kolasib
2023-09-27,23.91777778,92.73805556,Mizoram,Kolasib
2023-09-27,23.89638889,92.73638889,Mizoram,Kolasib
2024-05-28,23.60861111,92.85055556,Mizoram,Aizawl
2024-07-22,23.73305556,92.75,Mizoram,Aizawl
2024-05-28,23.73222222,92.75,Mizoram,Aizawl
2024-05-28,23.73194444,92.75,Mizoram,Aizawl
2024-05-28,23.74083333,92.74111111,Mizoram,Aizawl
2024-06-30,23.74916667,92.7375,Mizoram,Aizawl
2024-05-28,23.76972222,92.74472222,Mizoram,Aizawl
2024-09-26,23.76388889,92.73388889,Mizoram,Aizawl
2024-08-21,23.73888889,92.71472222,Mizoram,Aizawl
2024-05-28,23.74916667,92.69416667,Mizoram,Aizawl
2024-08-21,23.74194444,92.71305556,Mizoram,Aizawl
2024-07-20,23.74388889,92.71222222,Mizoram,Aizawl
2024-07-02,23.74722222,92.71805556,Mizoram,Aizawl
2024-05-28,23.69277778,92.72055556,Mizoram,Aizawl
2024-09-20,23.69777778,92.71944444,Mizoram,Aizawl
2024-06-20,23.69972222,92.7175,Mizoram,Aizawl
2024-05-28,23.70972222,92.72222222,Mizoram,Aizawl
2024-05-28,23.69944444,92.71972222,Mizoram,Aizawl
2024-07-02,23.70277778,92.72083333,Mizoram,Aizawl
2024-07-02,23.7025,92.72138889,Mizoram,Aizawl
2024-07-02,23.69805556,92.72277778,Mizoram,Aizawl
2024-06-28,23.69361111,92.7225,Mizoram,Aizawl
2024-05-28,23.66416667,92.72055556,Mizoram,Aizawl
2024-05-28,23.66055556,92.72527778,Mizoram,Aizawl
2024-05-28,23.66,92.72638889,Mizoram,Aizawl
2024-05-28,23.65527778,92.72694444,Mizoram,Aizawl
2024-05-28,23.65138889,92.72694444,Mizoram,Aizawl
2024-05-28,23.64555556,92.72444444,Mizoram,Aizawl
2024-05-28,23.64444444,92.72527778,Mizoram,Aizawl
2024-05-28,23.64166667,92.72416667,Mizoram,Aizawl
2024-05-28,23.64083333,92.72472222,Mizoram,Aizawl
2024-05-28,23.6375,92.72277778,Mizoram,Aizawl
2024-05-28,23.62611111,92.72638889,Mizoram,Aizawl
2024-05-28,23.6325,92.72388889,Mizoram,Aizawl
2024-05-28,23.62972222,92.72555556,Mizoram,Aizawl
2024-05-28,23.61611111,92.71722222,Mizoram,Aizawl
2024-05-28,23.61861111,92.72611111,Mizoram,Aizawl
2024-05-28,23.60555556,92.725,Mizoram,Aizawl
2024-08-25,23.58694444,92.8175,Mizoram,Aizawl
2024-05-28,23.59194444,92.75055556,Mizoram,Aizawl
2024-05-28,23.595,92.81611111,Mizoram,Aizawl
2024-05-28,23.60861111,92.80972222,Mizoram,Aizawl
2024-05-28,23.60972222,92.80916667,Mizoram,Aizawl
2024-05-28,23.61361111,92.80777778,Mizoram,Aizawl
2024-05-28,23.61222222,92.80527778,Mizoram,Aizawl
2024-05-28,23.61138889,92.80333333,Mizoram,Aizawl
2024-07-02,23.60972222,92.79972222,Mizoram,Aizawl
2024-05-28,23.61611111,92.79777778,Mizoram,Aizawl
2024-05-28,23.61472222,92.79583333,Mizoram,Aizawl
2024-05-28,23.615,92.79222222,Mizoram,Aizawl
2023-09-23,23.61583333,92.79111111,Mizoram,Aizawl
2024-05-28,23.61861111,92.79,Mizoram,Aizawl
2024-05-28,23.62333333,92.78888889,Mizoram,Aizawl
2024-08-28,23.62361111,92.78888889,Mizoram,Aizawl
2024-05-28,23.62527778,92.78638889,Mizoram,Aizawl
2024-05-26,23.60111111,92.75888889,Mizoram,Aizawl
2024-05-28,23.59527778,92.71722222,Mizoram,Aizawl
2024-05-28,23.59055556,92.71611111,Mizoram,Aizawl
2024-05-28,23.59027778,92.71583333,Mizoram,Aizawl
2024-05-28,23.57138889,92.70972222,Mizoram,Aizawl
2024-05-28,23.57055556,92.70888889,Mizoram,Aizawl
2024-05-28,23.57027778,92.70722222,Mizoram,Aizawl
2024-05-28,23.55388889,92.70472222,Mizoram,Aizawl
2024-05-28,23.55444444,92.70527778,Mizoram,Aizawl
2024-08-25,23.5625,92.70777778,Mizoram,Aizawl
2024-07-19,23.56555556,92.7075,Mizoram,Aizawl
2024-05-28,23.55,92.70444444,Mizoram,Aizawl
2024-05-28,23.53222222,92.735,Mizoram,Aizawl
2024-05-28,23.53555556,92.72333333,Mizoram,Aizawl
2024-05-29,23.53805556,92.71861111,Mizoram,Aizawl
2024-05-28,23.54833333,92.71083333,Mizoram,Aizawl
2024-05-28,23.54888889,92.70555556,Mizoram,Aizawl
2024-05-28,23.545,92.70333333,Mizoram,Aizawl
2024-05-28,23.54027778,92.70138889,Mizoram,Aizawl
2024-05-28,23.53694444,92.6975,Mizoram,Aizawl
2024-05-28,23.53611111,92.69777778,Mizoram,Aizawl
2024-05-28,23.53555556,92.69694444,Mizoram,Aizawl
2024-05-28,23.53027778,92.69666667,Mizoram,Aizawl
2024-05-28,23.52861111,92.6975,Mizoram,Aizawl
2024-05-28,23.52777778,92.69861111,Mizoram,Aizawl
2024-05-28,23.52277778,92.70277778,Mizoram,Aizawl
2024-09-25,23.51944444,92.70055556,Mizoram,Aizawl
2024-05-28,23.51444444,92.69805556,Mizoram,Aizawl
2024-05-28,23.51055556,92.69972222,Mizoram,Aizawl
2024-05-28,23.50861111,92.69805556,Mizoram,Aizawl
2024-05-28,23.50694444,92.69638889,Mizoram,Aizawl
2024-05-28,23.50527778,92.6975,Mizoram,Aizawl
2024-05-28,23.55027778,92.70444444,Mizoram,Aizawl
2024-05-28,23.54305556,92.70055556,Mizoram,Aizawl
2024-05-28,23.53972222,92.69944444,Mizoram,Aizawl
2024-05-28,23.53777778,92.69833333,Mizoram,Aizawl
2024-05-28,23.54277778,92.67638889,Mizoram,Aizawl
2024-05-28,23.54277778,92.67472222,Mizoram,Aizawl
2024-05-28,23.54333333,92.66472222,Mizoram,Aizawl
2023-08-12,23.54166667,92.66472222,Mizoram,Aizawl
2024-05-28,23.53944444,92.66527778,Mizoram,Aizawl
2024-05-28,23.53888889,92.6625,Mizoram,Aizawl
2024-05-28,23.53944444,92.65888889,Mizoram,Aizawl
2024-05-28,23.53611111,92.65527778,Mizoram,Aizawl
2024-09-20,23.52694444,92.65444444,Mizoram,Aizawl
2024-06-02,23.52583333,92.63861111,Mizoram,Aizawl
2024-05-28,23.45083333,92.6825,Mizoram,Aizawl
2024-05-28,23.44805556,92.68333333,Mizoram,Aizawl
2024-05-28,23.44333333,92.68527778,Mizoram,Aizawl
2024-05-28,23.42722222,92.71277778,Mizoram,Aizawl
2024-05-28,23.41694444,92.71805556,Mizoram,Aizawl
2024-05-28,23.41,92.74944444,Mizoram,Aizawl
2024-05-28,23.37972222,92.75166667,Mizoram,Aizawl
2024-05-28,23.35694444,92.77027778,Mizoram,Aizawl
2024-05-28,23.35638889,92.77027778,Mizoram,Aizawl
2024-05-28,23.39166667,92.75527778,Mizoram,Aizawl
2024-05-28,23.43194444,92.76083333,Mizoram,Aizawl
2024-05-28,23.44138889,92.77888889,Mizoram,Aizawl
2024-05-28,23.48555556,92.70305556,Mizoram,Aizawl
2024-05-28,23.49083333,92.70555556,Mizoram,Aizawl
2024-05-28,23.49861111,92.70388889,Mizoram,Aizawl
2024-11-12,23.66194444,92.85416667,Mizoram,Aizawl
2024-05-28,23.68277778,92.8575,Mizoram,Aizawl
2024-05-28,23.68305556,92.8575,Mizoram,Aizawl
2024-07-02,23.71388889,92.85722222,Mizoram,Aizawl
2024-05-28,23.68638889,92.85833333,Mizoram,Aizawl
2024-05-28,23.69472222,92.85972222,Mizoram,Aizawl
2024-05-28,23.71416667,92.85805556,Mizoram,Aizawl
2024-05-28,23.72722222,92.85472222,Mizoram,Aizawl
2024-05-28,23.72972222,92.85305556,Mizoram,Aizawl
2024-05-28,23.73111111,92.84638889,Mizoram,Aizawl
2024-05-28,23.73361111,92.84305556,Mizoram,Aizawl
2024-05-28,23.73833333,92.81333333,Mizoram,Aizawl
2024-07-02,23.73694444,92.81361111,Mizoram,Aizawl
2024-05-28,23.73472222,92.81333333,Mizoram,Aizawl
2024-05-28,23.73,92.75833333,Mizoram,Aizawl
2024-05-28,23.73055556,92.75861111,Mizoram,Aizawl
2024-07-02,23.72916667,92.76583333,Mizoram,Aizawl
2024-08-28,23.73027778,92.76861111,Mizoram,Aizawl
2024-07-02,23.73222222,92.76555556,Mizoram,Aizawl
2024-07-02,23.73794444,92.78613889,Mizoram,Aizawl
2024-07-02,23.7375,92.78805556,Mizoram,Aizawl
2024-07-02,23.73388889,92.79388889,Mizoram,Aizawl
2024-05-28,23.72222222,92.79861111,Mizoram,Aizawl
2024-07-02,23.72138889,92.79944444,Mizoram,Aizawl
2024-07-02,23.72138889,92.85777778,Mizoram,Aizawl
2024-07-02,23.72083333,92.86472222,Mizoram,Aizawl
2024-07-02,23.71166667,92.87833333,Mizoram,Aizawl
2024-06-28,23.71111111,92.87861111,Mizoram,Aizawl
2024-07-18,23.70333333,92.87638889,Mizoram,Aizawl
2024-06-07,23.73361111,92.84833333,Mizoram,Aizawl
2024-08-28,23.73361111,92.85305556,Mizoram,Aizawl
2024-07-02,23.735,92.85666667,Mizoram,Aizawl
2024-07-02,23.73666667,92.85611111,Mizoram,Aizawl
2024-05-28,23.73583333,92.85194444,Mizoram,Aizawl
2024-09-25,23.74416667,92.85555556,Mizoram,Aizawl
2024-09-25,23.74361111,92.85416667,Mizoram,Aizawl
2024-07-02,23.76111111,92.84777778,Mizoram,Aizawl
2024-07-02,23.76166667,92.85083333,Mizoram,Aizawl
2024-07-02,23.76527778,92.85,Mizoram,Aizawl
2024-07-02,23.76861111,92.85138889,Mizoram,Aizawl
2024-05-28,23.77777778,92.8479,Mizoram,Aizawl
2024-06-28,23.774,92.848,Mizoram,Aizawl
2024-05-28,23.7775,92.84833333,Mizoram,Aizawl
2024-05-28,23.77833333,92.84666667,Mizoram,Aizawl
2023-07-23,23.77166667,92.84805556,Mizoram,Aizawl
2024-05-28,23.77361111,92.84944444,Mizoram,Aizawl
2024-05-28,23.82638889,92.8325,Mizoram,Aizawl
2024-07-02,23.83277778,92.8325,Mizoram,Aizawl
2024-07-02,23.83888889,92.83194444,Mizoram,Aizawl
2024-05-28,23.84777778,92.83694444,Mizoram,Aizawl
2024-09-25,23.85194444,92.83305556,Mizoram,Aizawl
2024-07-02,23.86222222,92.83666667,Mizoram,Aizawl
2024-09-25,23.87777778,92.84083333,Mizoram,Aizawl
2024-09-28,23.88583333,92.85055556,Mizoram,Aizawl
2024-09-28,23.89277778,92.85083333,Mizoram,Aizawl
2024-07-02,23.89138889,92.84888889,Mizoram,Aizawl
2024-09-28,23.89305556,92.84722222,Mizoram,Aizawl
2024-08-17,23.88361111,92.85305556,Mizoram,Aizawl
2024-09-25,23.88527778,92.8575,Mizoram,Aizawl
2024-07-02,23.76972222,92.76,Mizoram,Aizawl
2024-09-28,24.03503889,93.54139444,Mizoram,Aizawl
2024-10-07,24.05808333,93.49808333,Mizoram,Aizawl
2024-10-07,24.04531667,93.49220278,Mizoram,Aizawl
2024-10-07,24.090025,93.54191667,Mizoram,Aizawl
2024-09-28,24.10864167,93.54198333,Mizoram,Aizawl
2024-09-28,24.12682222,93.54013889,Mizoram,Aizawl
2024-10-07,24.12715278,93.53351389,Mizoram,Aizawl
2024-07-02,24.17180556,93.54406667,Mizoram,Aizawl
2024-07-02,24.18291667,93.53441944,Mizoram,Aizawl
2024-07-02,24.18566111,93.53935278,Mizoram,Aizawl
2024-07-02,24.24449722,93.55275833,Mizoram,Aizawl
2024-07-02,24.24755556,93.54809722,Mizoram,Aizawl
2024-08-13,24.28840278,93.58591389,Mizoram,Aizawl
2024-08-13,24.29982222,93.59040833,Mizoram,Aizawl
2024-08-13,24.30768611,93.58120556,Mizoram,Aizawl
2024-08-13,24.30711944,93.59375833,Mizoram,Aizawl
2024-08-13,24.33915833,93.66233611,Mizoram,Aizawl
2024-08-13,24.33331944,93.65702778,Mizoram,Aizawl
2024-09-28,24.33300556,93.65357222,Mizoram,Aizawl
2024-08-13,24.3309,93.66054444,Mizoram,Aizawl
2024-07-02,24.32773611,93.57937222,Mizoram,Aizawl
2024-08-13,24.39255556,93.65468611,Mizoram,Aizawl
2024-08-13,24.49112222,93.62215556,Mizoram,Aizawl
2024-08-13,24.48458889,93.58781944,Mizoram,Aizawl
2024-09-28,24.492825,93.58643611,Mizoram,Aizawl
2024-08-13,24.51785556,93.55086944,Mizoram,Aizawl
2024-09-28,24.52308611,93.57206944,Mizoram,Aizawl
2024-09-28,24.48338333,93.58848056,Mizoram,Aizawl
2024-08-08,24.450125,93.35963889,Mizoram,Kolasib
2024-09-28,24.48857222,93.36792222,Mizoram,Kolasib
2024-08-18,24.54263333,93.39741944,Mizoram,Kolasib
2024-10-21,24.60002222,93.37166389,Mizoram,Kolasib
2024-10-21,24.60067222,93.37223056,Mizoram,Kolasib
2024-07-02,24.60372222,93.37223056,Mizoram,Kolasib
2024-07-02,24.66895556,93.33700556,Mizoram,Kolasib
2024-08-13,24.76606111,93.30076667,Mizoram,Kolasib
2024-08-18,24.73838889,93.30909722,Mizoram,Kolasib
2024-07-02,24.72074444,93.30899167,Mizoram,Kolasib
2024-08-18,24.716225,93.32551389,Mizoram,Kolasib
2024-09-28,24.70553333,93.33064167,Mizoram,Kolasib
2024-08-19,24.60719444,93.46784722,Mizoram,Kolasib
2024-08-18,24.60853333,93.41668333,Mizoram,Kolasib
2024-07-02,23.09758333,93.21623333,Mizoram,Aizawl
2024-06-28,23.10851389,93.20975,Mizoram,Aizawl
2024-05-28,23.10172778,93.20231944,Mizoram,Aizawl
2024-07-02,23.101925,93.20426111,Mizoram,Aizawl
2024-09-28,23.10184722,93.20138889,Mizoram,Aizawl
2024-07-02,23.09759444,93.21089444,Mizoram,Aizawl
2024-05-28,23.09561111,93.20786389,Mizoram,Aizawl
2024-07-02,23.10100556,93.19393611,Mizoram,Aizawl
2024-07-02,23.10074722,93.18785278,Mizoram,Aizawl
2024-07-02,23.09954722,93.18600278,Mizoram,Aizawl
2024-07-02,23.0983,93.17597222,Mizoram,Aizawl
2024-05-28,23.110975,93.21260278,Mizoram,Aizawl
2024-10-28,23.25986389,93.16155278,Mizoram,Aizawl
2024-11-28,23.25828611,93.15288333,Mizoram,Aizawl
2024-11-28,23.26126111,93.15070556,Mizoram,Aizawl
2024-09-28,23.25951944,93.15917222,Mizoram,Aizawl
2024-07-02,23.27598056,93.14351667,Mizoram,Aizawl
2024-07-02,23.27663889,93.14375,Mizoram,Aizawl
2024-07-02,23.281075,93.144075,Mizoram,Aizawl
2024-09-28,23.32829167,93.12184167,Mizoram,Aizawl
2024-07-02,23.33529167,93.11214167,Mizoram,Aizawl
2024-08-13,23.41421944,93.10569167,Mizoram,Kolasib
2024-07-02,23.50882222,93.09170278,Mizoram,Kolasib
2024-09-12,23.54130278,93.10256944,Mizoram,Kolasib
2024-09-12,23.54600556,93.09247222,Mizoram,Kolasib
2024-09-12,23.54286944,93.08539722,Mizoram,Kolasib
2024-10-22,23.56332778,93.10553333,Mizoram,Kolasib
2024-09-12,23.56785,93.10472222,Mizoram,Kolasib
2024-09-12,23.56413333,93.11378889,Mizoram,Kolasib
2024-09-12,23.56233889,93.11890833,Mizoram,Kolasib
2024-09-12,23.56238611,93.12376667,Mizoram,Kolasib
2024-09-12,23.56404167,93.10752222,Mizoram,Kolasib
2024-09-12,23.56145278,93.10908889,Mizoram,Kolasib
2024-09-12,23.55881111,93.10900556,Mizoram,Kolasib
2024-09-13,23.5356,93.10656944,Mizoram,Kolasib
2024-09-13,23.34297778,93.057775,Mizoram,Aizawl
2024-09-28,23.35406111,93.04156111,Mizoram,Aizawl
2024-09-28,23.35958611,93.04477222,Mizoram,Aizawl
2024-07-09,23.36556111,93.05125278,Mizoram,Kolasib
2024-07-09,23.36966389,93.04609444,Mizoram,Kolasib
2024-09-17,23.03821667,93.12529444,Mizoram,Kolasib
2024-09-24,23.54294167,93.23821667,Mizoram,Kolasib
2024-07-09,24.55205833,93.25569167,Mizoram,Kolasib
2024-08-24,24.599425,93.30004722,Mizoram,Kolasib
2024-09-24,24.60921944,93.30050278,Mizoram,Kolasib
2024-09-24,24.64528611,93.28593611,Mizoram,Kolasib
2024-09-24,24.02205833,93.29369167,Mizoram,Kolasib
2024-09-24,23.01689167,93.283175,Mizoram,Kolasib
2024-07-02,24.02782222,93.28944444,Mizoram,Kolasib
2024-07-02,24.04014167,93.2915,Mizoram,Kolasib
2024-07-02,24.03980278,93.29373889,Mizoram,Kolasib
2024-07-02,24.05823611,93.28901944,Mizoram,Kolasib
2024-09-24,24.09210556,93.29866667,Mizoram,Kolasib
2024-07-02,24.12428889,93.318525,Mizoram,Kolasib
2024-09-24,24.297775,93.34159722,Mizoram,Kolasib
2024-09-24,24.35137778,93.34095556,Mizoram,Kolasib
2024-08-15,23.631219,93.118033,Mizoram,Kolasib
2024-08-15,23.62418333,93.14208611,Mizoram,Kolasib
2024-07-09,23.56672222,93.13764444,Mizoram,Kolasib
2024-07-02,24.04014167,93.2915,Mizoram,Kolasib
2024-07-09,24.56771111,93.14291667,Mizoram,Kolasib
2024-07-09,24.57467222,93.14389722,Mizoram,Kolasib
2024-07-09,24.57470833,93.13897222,Mizoram,Kolasib
2024-07-02,24.57151389,93.141725,Mizoram,Kolasib
2024-07-02,24.56917222,93.14073611,Mizoram,Kolasib
2024-07-07,24.5606,93.13071389,Mizoram,Kolasib
2024-07-07,24.55987778,93.12541667,Mizoram,Kolasib
2024-09-28,24.08927222,93.12408611,Mizoram,Kolasib
2024-09-28,24.10641389,93.12339944,Mizoram,Kolasib
2024-07-07,24.10710778,93.11535444,Mizoram,Kolasib
2024-09-24,24.10015917,93.10461389,Mizoram,Kolasib
2024-09-24,24.11104722,93.10374167,Mizoram,Kolasib
2024-09-24,24.10506389,93.09593611,Mizoram,Kolasib
2024-09-24,24.10743611,93.09532222,Mizoram,Kolasib
2024-09-24,24.10687222,93.08849722,Mizoram,Kolasib
2024-07-17,23.24231111,93.17726667,Mizoram,Aizawl
2024-09-24,23.24500833,93.17587222,Mizoram,Aizawl
2024-07-19,23.24454722,93.17027222,Mizoram,Aizawl
2024-07-02,23.20960722,93.13104722,Mizoram,Aizawl
2024-07-02,23.21068583,93.1212325,Mizoram,Aizawl
2024-07-17,23.49216111,93.23695,Mizoram,Kolasib
2024-07-17,23.504575,93.23805,Mizoram,Kolasib
2024-06-07,24.15364444,93.02183611,Mizoram,Kolasib
2024-09-28,24.15817222,93.02488611,Mizoram,Kolasib
2024-09-28,24.23419444,93.02469167,Mizoram,Kolasib
2024-09-28,24.32836667,93.00923056,Mizoram,Kolasib
2024-07-09,24.40520278,93.06672222,Mizoram,Kolasib
2024-05-28,24.4259,93.13580556,Mizoram,Kolasib
2024-07-07,24.44347778,93.15817778,Mizoram,Kolasib
2024-07-07,24.44857778,93.15738611,Mizoram,Kolasib
2024-07-17,24.65409167,93.204625,Mizoram,Kolasib
2024-07-17,24.65018056,93.20256667,Mizoram,Kolasib
2024-07-17,24.6273,93.20404444,Mizoram,Kolasib
2024-06-12,24.62604722,93.22583889,Mizoram,Kolasib
2024-09-24,24.58605,93.21056389,Mizoram,Kolasib
2024-10-22,24.577475,93.19105,Mizoram,Kolasib
2024-07-07,24.56062778,93.18938889,Mizoram,Kolasib
2024-06-12,24.5716,93.17273056,Mizoram,Kolasib
2024-05-28,24.56925833,93.177275,Mizoram,Kolasib
2024-07-07,24.57296389,93.17700556,Mizoram,Kolasib
2024-06-12,24.5768,93.106075,Mizoram,Kolasib
2024-05-28,24.526075,93.05379167,Mizoram,Kolasib
2024-09-24,24.458325,93.09439167,Mizoram,Kolasib
2024-05-28,23.57722222,92.71222222,Mizoram,Aizawl
2025-05-29,23.6868033,92.7251987,Mizoram,Aizawl
2025-05-13,23.7002691,92.7181685,Mizoram,Aizawl
2025-05-31,23.74247,92.705587,Mizoram,Aizawl
2025-06-01,23.75024,92.736662,Mizoram,Aizawl
2025-05-24,23.755925,92.726753,Mizoram,Aizawl
2025-06-01,23.745802,92.717053,Mizoram,Aizawl
2025-06-01,23.469247,92.744068,Mizoram,Aizawl
2024-05-28,23.410771,92.753123,Mizoram,Aizawl
2025-06-01,23.367366,92.767304,Mizoram,Aizawl
2025-05-31,23.353485,92.780193,Mizoram,Aizawl
2025-05-30,23.350187,92.778852,Mizoram,Aizawl
2025-05-30,23.341022,92.776761,Mizoram,Aizawl
2025-05-30,23.339144,92.786128,Mizoram,Aizawl
2025-05-30,23.336229,92.787113,Mizoram,Aizawl
2025-06-01,23.313871,92.792739,Mizoram,Aizawl
2025-05-31,23.315355,92.790619,Mizoram,Serchhip
2025-05-31,23.316491,92.788798,Mizoram,Serchhip
2025-05-30,23.239637,92.748175,Mizoram,Serchhip
2025-05-31,23.239077,92.745631,Mizoram,Serchhip
2025-06-01,23.239137,92.744468,Mizoram,Serchhip
2025-05-31,23.239797,92.744214,Mizoram,Serchhip
2025-05-31,23.238785,92.744224,Mizoram,Serchhip
2025-05-31,23.214239,92.740856,Mizoram,Lunglei
2025-05-31,23.203253,92.735838,Mizoram,Lunglei
2025-06-01,23.200475,92.735007,Mizoram,Lunglei
2025-06-01,23.195661,92.73562,Mizoram,Lunglei
2025-05-30,23.194007,92.734654,Mizoram,Lunglei
2025-05-30,23.193468,92.734849,Mizoram,Lunglei
2025-05-30,23.183856,92.735346,Mizoram,Lunglei
2025-05-30,23.181806,92.736868,Mizoram,Lunglei
2025-05-31,23.18077,92.735789,Mizoram,Lunglei
2025-05-31,23.173606,92.739793,Mizoram,Lunglei
2025-05-31,23.150939,92.748258,Mizoram,Lunglei
2025-05-31,23.140846,92.751229,Mizoram,Lunglei
2025-05-31,23.1351,92.748694,Mizoram,Lunglei
2025-05-31,23.134009,92.746247,Mizoram,Lunglei
2025-05-31,23.132082,92.746268,Mizoram,Lunglei
