slno,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history,label,event_date,rainfall_eligible,rainfall_mm,rainfall_raw,rainfall_status,elevation_m,slope_deg,aspect_deg
22702,MZ/AZL/84A10/2024/002,Mizoram,Aizawl,,"Luangmual, Aizawl",23.73947222,92.69666667,Debris,Complex,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,1033.0,25.718163009114782,237.51142798839965
22703,MZ/AZL/84A10/2024/003,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74027778,92.69722222,Earth,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,1039.0,18.46967612598532,223.43418089649185
22704,MZ/AZL/84A10/2024/004,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74066667,92.69336111,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,927.0,12.933031531867952,270.0
22705,MZ/AZL/84A10/2024/005,Mizoram,Aizawl,,"Mizoram Law College, Luangmual, Aizawl",23.7385748,92.6941941,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,986.0,32.7861543156035,211.40300982677925
22706,MZ/AZL/84A10/2024/006,Mizoram,Aizawl,,"R Romawia (L) Chawlhhmun, Aizawl",23.74472222,92.69277778,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,974.0,24.513680545245847,22.79139649788449
22707,MZ/AZL/84A10/2024/007,Mizoram,Aizawl,,"Luangmual, Aizawl",23.74116667,92.69455556,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,948.0,26.35329965522294,231.67187024192089
22708,MZ/AZL/84A10/2024/008,Mizoram,Aizawl,,"Luangmual - Ainawn road, Aizawl",23.7375,92.69444444,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,979.0,29.817890213282773,45.14361932997546
22709,MZ/AZL/84A10/2024/009,Mizoram,Aizawl,,"Luangmual-Ainawn road, Aizawl",23.73386111,92.69491667,Debris,Complex,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,899.0,25.66799182144158,61.89787881726046
22710,MZ/AZL/84A10/2024/010,Mizoram,Aizawl,,"Ainawn Veng, Aizawl",23.72669444,92.69519444,Debris,Complex,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,897.0,32.32712913432364,4.803012560447243
22711,MZ/AZL/84A10/2024/011,Mizoram,Aizawl,,"Ainawn, Aizawl.",23.73361111,92.69388889,Earth,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,900.0,23.647263123266,306.21685880891675
22712,MZ/AZL/84A10/2024/012,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73472222,92.695,Earth,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,917.0,23.21121378927057,81.32528988063144
22714,MZ/AZL/84A10/2024/014,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73305556,92.69944444,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,894.0,32.830785019337526,320.9760255463217
22715,MZ/AZL/84A10/2024/015,Mizoram,Aizawl,,"Zonuam, Aizawl",23.74972222,92.69833333,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,630.0,21.702340037028588,167.17742895033638
22716,MZ/AZL/84A10/2024/016,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73111111,92.70222222,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,862.0,20.341024454745902,321.72900018578144
22717,MZ/AZL/84A10/2024/017,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73111111,92.70388889,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,873.0,20.421307114291416,2.719172066911554
22718,MZ/AZL/84A10/2024/018,Mizoram,Aizawl,,"Chawnpui, Aizawl",23.73333333,92.70527778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,949.0,11.15696356964253,349.6815159321153
22720,MZ/AZL/84A10/2024/020,Mizoram,Aizawl,,"Zonuam, Aizawl",23.73583333,92.69777778,Debris,Slide,28 May 2024,1,2024-05-28,True,70.9,709.0,ok,993.0,16.172184828608206,33.242567780414866
22721,MZ/AZL/84A10/2024/021,Mizoram,Aizawl,,"Kanaan Cemetery, Aizawl",23.73132778,92.70821944,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,885.0,13.997159186796242,247.0953584401128
22722,MZ/AZL/84A10/2024/022,Mizoram,Aizawl,,"MINECO, Aizawl",23.72428333,92.70737778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,978.0,26.91431603362032,333.1084604360351
22723,MZ/AZL/84A10/2024/023,Mizoram,Aizawl,,"Bungkawn, Aizawl",23.72276944,92.70665,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,961.0,39.06822866807389,192.56676634124693
22724,MZ/AZL/84A10/2024/024,Mizoram,Aizawl,,"Mission Vengthlang, Aizawl",23.71446389,92.71146389,Debris,Flow,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,988.0,27.37189268521692,178.04513505763663
22725,MZ/AZL/84A10/2024/025,Mizoram,Aizawl,,"MSVT to Reiek Road, Aizawl",23.71581111,92.70935,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,902.0,23.585082169552965,0.0
22726,MZ/AZL/84A10/2024/026,Mizoram,Aizawl,,"Bungkawn, Nursery, Aizawl",23.71595,92.70879444,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,895.0,31.58038261275416,346.71249387445
22727,MZ/AZL/84A10/2024/027,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.7175,92.70666667,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,900.0,23.1816088740264,340.7344282467556
22728,MZ/AZL/84A10/2024/0028,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71740833,92.70644167,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,896.0,25.67558494439666,347.26602116849324
22729,MZ/AZL/84A10/2024/029,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71735556,92.70753333,Earth,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,900.0,21.69441998735133,339.19755195269204
22730,MZ/AZL/84A10/2024/030,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71721667,92.70777778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,906.0,25.54638038691661,321.08554841983664
22731,MZ/AZL/84A10/2024/031,Mizoram,Aizawl,,"Nursery Veng, Aizawl",23.71697222,92.70817222,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,909.0,27.07396677328215,284.6591853550889
22732,MZ/AZL/84A10/2024/032,Mizoram,Aizawl,,"Mission Vengthlang, Aizawl",23.71305556,92.70895833,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,981.0,20.943986657683,332.5209595406653
22733,MZ/AZL/84A10/2024/033,Mizoram,Aizawl,,"Model Veng, Aizawl",23.71523056,92.71529167,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1012.0,16.41500726043734,338.9186513258651
22734,MZ/AZL/84A10/2024/034,Mizoram,Aizawl,,"Chanmari-Chanmari West, Aizawl",23.74,92.715,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1065.0,42.64511486079487,226.78757279998413
22735,MZ/AZL/84A10/2024/035,Mizoram,Aizawl,,"Chanmari-Chanmari west, Aizawl",23.73944444,92.71472222,Rock,Fall,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1073.0,53.93398279852634,247.86163664681027
22736,MZ/AZL/84A10/2024/036,Mizoram,Aizawl,,"Salem Veng, Aizawl",23.71138889,92.72444444,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,924.0,27.52444044258385,66.21038277573449
22737,MZ/AZL/84A10/2024/037,Mizoram,Aizawl,,"Mission Veng, Aizawl",23.71638889,92.72111111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,983.0,29.58061685939544,165.5869991737772
22738,MZ/AZL/84A10/2024/038,Mizoram,Aizawl,,"Salem Veng, Aizawl",23.71444444,92.72861111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,855.0,15.591557405625078,117.61756788557422
22741,MZ/AZL/84A10/2024/041,Mizoram,Aizawl,,"Salem Veng cemetery, Aizawl",23.71571389,92.72659722,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,865.0,24.50532370686693,186.67470090835965
22742,MZ/AZL/84A10/2024/042,Mizoram,Aizawl,,"Venghnuai, Aizawl",23.7104,92.72237778,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,963.0,34.46268223736767,19.542955287124087
22743,MZ/AZL/84A10/2024/043,Mizoram,Aizawl,,"Republic Veng, Aizawl",23.71865833,92.72335278,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,949.0,24.93370723313566,108.24177511738796
22744,MZ/AZL/84A10/2024/044,Mizoram,Aizawl,,"Republic Veng, Lungli Road, Aizawl",23.7175,92.71972222,Debris,Complex,19 September 2023,1,2023-09-19,True,49.3,493.0,ok,1082.0,29.41839407692929,48.73653525179805
22745,MZ/AZL/84A10/2024/045,Mizoram,Aizawl,,"Kulikawn cemetery, Aizawl",23.71,92.71611111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,949.0,16.619943771513,225.23322720330896
22747,MZ/AZL/84A10/2024/047,Mizoram,Aizawl,,"Kulikawn, Aizawl",23.70666667,92.71444444,Debris,Flow,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1029.0,49.74190134971497,181.71390567788933
22748,MZ/AZL/84A10/2024/048,Mizoram,Aizawl,,"Tlangnuam, Aizawl",23.70527778,92.71138889,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1070.0,36.045657996077566,204.36303716394428
22749,MZ/AZL/84A10/2024/049,Mizoram,Aizawl,,"Tlangnuam CP Road, Aizawl",23.70416667,92.71222222,Earth,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1040.0,35.22959482151546,10.081291524502348
22750,MZ/AZL/84A10/2024/050,Mizoram,Aizawl,,"Tlangnuam Vengthar, Aizawl",23.70027778,92.71611111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1031.0,22.356721965820785,295.6238558960557
22751,MZ/AZL/84A10/2024/051,Mizoram,Aizawl,,"Tlangnuam Vengthar, Aizawl",23.69972222,92.71694444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1002.0,37.35256798916894,5.310096785521395
22752,MZ/AZL/84A10/2024/052,Mizoram,Aizawl,,"Trinity Hospital, Silaimual, Aizawl",23.68027778,92.72472222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,905.0,32.47922845088707,35.6248494554118
22753,MZ/AZL/84A10/2024/053,Mizoram,Aizawl,,"Melthum to Hualngohmun Road, Aizawl",23.67805556,92.72,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1020.0,52.95767637833143,129.38862521141874
22754,MZ/AZL/84A10/2024/054,Mizoram,Aizawl,,"Paikhai, Melriat, Aizawl",23.64333333,92.73444444,Earth,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,724.0,12.116146325255537,138.8691072192827
22755,MZ/AZL/84A10/2024/055,Mizoram,Aizawl,,"Melriat, Aizawl",23.64638889,92.72638889,Debris,Slide,02 October 2023,1,2023-10-02,True,11.7,117.0,ok,797.0,27.711911971569062,109.79239307481126
22756,MZ/AZL/84A10/2024/056,Mizoram,Aizawl,,"Melriat, Aizawl",23.64638889,92.72527778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,836.0,20.421279776884475,182.71741122095128
22757,MZ/AZL/84A10/2024/057,Mizoram,Aizawl,,Kelsih,23.63111111,92.72388889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,867.0,23.327527437708348,70.27766957267093
22758,MZ/AZL/84A10/2024/058,Mizoram,Aizawl,,"Kelsih, Aizawl",23.63055556,92.72305556,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,860.0,26.01095128719577,6.22931865624291
22759,MZ/AZL/84A10/2024/059,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62833333,92.72333333,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,797.0,20.774202994758785,257.6945755189685
22760,MZ/AZL/84A10/2024/060,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62277778,92.72444444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,816.0,7.073184559909984,58.58331729026044
22761,MZ/AZL/84A10/2024/061,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62194444,92.72305556,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,814.0,32.24624346073406,181.60306072088449
22762,MZ/AZL/84A10/2024/062,Mizoram,Aizawl,,"Falkawn, Aizawl",23.62083333,92.7225,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,822.0,18.617232089305944,264.4912089934824
22763,MZ/AZL/84A10/2024/063,Mizoram,Aizawl,,"Falkawn, Aizawl",23.61916667,92.7225,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,830.0,35.119088706928586,351.34081046132445
22764,MZ/AZL/84A10/2024/004,Mizoram,Aizawl,,"Falkawn Vengthar, Aizawl",23.62,92.72472222,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,819.0,30.29275147158508,149.09820492211384
22765,MZ/AZL/84A10/2024/065,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.61972222,92.72527778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,818.0,25.030235175024536,142.79207969379362
22766,MZ/AZL/84A10/2024/066,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62027778,92.72555556,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,790.0,21.810785738678497,148.04904089623835
22767,MZ/AZL/84A10/2024/067,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62027778,92.72611111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,771.0,34.21462412313348,135.5117048895378
22768,MZ/AZL/84A10/2024/068,Mizoram,Aizawl,,"Falkawn vengthar, Aizawl",23.62111111,92.72444444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,795.0,17.97282796955214,49.60982012140801
22769,MZ/AZL/84A10/2024/069,Mizoram,Aizawl,,"Melthum, Aizawl",23.68743333,92.72129167,Rock,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1098.0,20.63598873140694,160.8399808296476
22770,MZ/AZL/84A10/2024/070,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67694444,92.71722222,Rock,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1096.0,28.441407649584075,257.9377528049971
22771,MZ/AZL/84A10/2024/071,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67583333,92.715,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,997.0,24.657330403071544,270.0
22772,MZ/AZL/84A10/2024/072,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67472222,92.71722222,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1099.0,18.82565942789109,241.68735162760228
22773,MZ/AZL/84A10/2024/073,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67444444,92.71472222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1000.0,22.11668774676993,272.2802678930476
22774,MZ/AZL/84A10/2024/074,Mizoram,Aizawl,,"Hlimen, Aizawl",23.67388889,92.71472222,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,997.0,18.723646720310747,261.77165566961577
22775,MZ/AZL/84A10/2024/075,Mizoram,Aizawl,,"Hlimen, Aizawl",23.672069,92.7099293,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1000.0,18.38018108214199,286.97670415371795
22776,MZ/AZL/84A10/2024/076,Mizoram,Aizawl,,"Hlimen, Aizawl",23.684301,92.715511,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,1036.0,19.101654398645422,225.54411177797647
22777,MZ/AZL/84A10/2024/077,Mizoram,Aizawl,,"World Bank Road, Kulikawn East, Aizawl",23.70638889,92.72055556,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,875.0,34.62264576731095,85.97118896559951
22778,MZ/AZL/84A10/2024/078,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.70416667,92.72,Rock,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,880.0,38.69044994226493,104.02104568969312
22779,MZ/AZL/84A10/2024/079,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.70305556,92.72055556,Debris,Complex,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,879.0,42.74937152768776,175.61737513032762
22780,MZ/AZL/84A10/2024/080,Mizoram,Aizawl,,"World Bank Road and Saikhamakawn, Aizawl",23.69333333,92.72055556,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,990.0,26.894786477346987,102.89437973574772
22782,MZ/AZL/84A10/2024/082,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.69,92.72361111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,871.0,30.692970984167413,79.00739674284003
22783,MZ/AZL/84A10/2024/083,Mizoram,Aizawl,,"World Bank Road, Aizawl",23.68361111,92.72277778,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,924.0,33.16452174499129,88.58217629935614
22784,MZ/AZL/84A10/2024/084,Mizoram,Aizawl,,"Melthum, Aizawl-Thenzawl- Lunglei Highway",23.67611111,92.71972222,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,976.0,58.15145168618777,56.46470593702406
22785,MZ/AZL/84A10/2024/085,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.67138889,92.72361111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,927.0,37.70362952796796,79.14847892291078
22786,MZ/AZL/84A10/2024/086,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.66694444,92.72194444,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,978.0,43.66174011172057,121.68425961665424
22787,MZ/AZL/84A10/2024/087,Mizoram,Aizawl,,Aizawl-Thenzawl-Lunglei Highway,23.66666667,92.72388889,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,829.0,33.937730870513114,103.9034852282944
22788,MZ/AZL/84A10/2024/088,Mizoram,Aizawl,,Hualngohmun Bifurcation,23.66027778,92.72694444,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,859.0,35.82556687303344,164.39543771341692
22790,MZ/AZL/84A10/2024/090,Mizoram,Aizawl,,"Melriat Bazar, Aizawl",23.64388889,92.72583333,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,822.0,28.13581500101719,296.9724480773207
22791,MZ/AZL/84A10/2024/091,Mizoram,Aizawl,,"Kelsih, Aizawl",23.635,92.72361111,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,837.0,36.06232673365909,60.7577215533225
22792,MZ/AZL/84A15/2024/092,Mizoram,Aizawl,,"Chamring to Hmuifang Road, Aizawl",23.43277778,92.76111111,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1503.0,16.43538746558263,303.2398967184669
22793,MZ/AZL/84A10/2024/093,Mizoram,Aizawl,,"Midum Kham, Sumsuih",23.46777778,92.74111111,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1328.0,57.77588948575726,270.0
22794,MZ/AZL/84A11/2024/094,Mizoram,Aizawl,,"Thiak, Aizawl",23.46805556,92.71638889,Debris,Flow,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1135.0,28.136100633939403,176.21988569913862
22795,MZ/AZL/84A11/2024/095,Mizoram,Aizawl,,"Thiak, Aizawl",23.4725,92.71444444,Earth,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1075.0,15.456567477245615,107.00103590729398
22797,MZ/AZL/84A11/2024/097,Mizoram,Aizawl,,Thiak to Maubuang,23.49,92.70555556,Debris,Complex,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,1034.0,37.08553386853713,305.27940750597315
22798,MZ/AZL/84A11/2024/098,Mizoram,Aizawl,,Thiak to Maubuang,23.49722222,92.70333333,Debris,Slide,28 May 2024,1,2024-05-28,True,84.4,844.0,ok,905.0,26.184202806008862,291.2060107553244
22799,MZ/AZL/84A10/2024/099,Mizoram,Aizawl,,Maubuang to Sateek,23.51361111,92.69833333,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,780.0,32.27890757631302,317.9328869812689
22800,MZ/AZL/84A10/2024/100,Mizoram,Aizawl,,Sateek,23.53666667,92.6975,Debris,Slide,28 May 2024,1,2024-05-28,True,60.9,609.0,ok,857.0,38.83316190999178,210.2602128061536
22801,MZ/AZL/84A10/2024/101,Mizoram,Aizawl,,Sateek,23.54166667,92.70194444,Debris,Flow,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,872.0,22.14392996256823,265.4420701252885
22802,MZ/AZL/84A10/2024/102,Mizoram,Aizawl,,Sateek,23.54277778,92.70333333,Earth,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,908.0,35.049096276607955,199.0785580329097
22803,MZ/AZL/84A10/2024/103,Mizoram,Aizawl,,Phulpui,23.52944444,92.72944444,Debris,Flow,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,989.0,18.36313279414231,253.00588639488967
22804,MZ/AZL/84A10/2024/104,Mizoram,Aizawl,,Phulpui,23.53083333,92.73055556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,986.0,26.77979249489448,236.99901124741888
22805,MZ/AZL/84A10/2024/105,Mizoram,Aizawl,,Phulpui,23.53111111,92.73361111,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,1043.0,36.58546539372178,196.56581000720743
22806,MZ/AZL/84A10/2024/106,Mizoram,Aizawl,,Phulpui,23.53083333,92.73333333,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,1065.0,34.12944293542962,192.0143762281589
22807,MZ/AZL/84A10/2024/107,Mizoram,Aizawl,,Aibawk,23.56388889,92.70805556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,836.0,32.86691843690704,312.508834402556
22808,MZ/AZL/84A10/2024/108,Mizoram,Aizawl,,Aibawk,23.56416667,92.70805556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,847.0,28.458786763572483,298.5098375246656
22809,MZ/AZL/84A10/2024/109,Mizoram,Aizawl,,Aibawk,23.565,92.70777778,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,851.0,35.92399477272191,292.29662504777514
22810,MZ/AZL/84A10/2024/110,Mizoram,Aizawl,,Aibawk,23.56666667,92.70888889,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,852.0,12.66120176596551,239.74549921888425
22811,MZ/AZL/84A09/2024/111,Mizoram,Aizawl,,"BSUP, Durtlang",23.77305556,92.74361111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1002.0,20.4297677338747,130.62802616697087
22812,MZ/AZL/84A13/2024/112,Mizoram,Aizawl,,Muthi,23.77472222,92.76194444,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1126.0,11.576254935925702,71.59372773289951
22813,MZ/AZL/84A13/2024/113,Mizoram,Aizawl,,Muthi,23.77361111,92.76111111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,1118.0,4.146782781931559,102.88670414577489
22814,MZ/AZL/84A10/2024/114,Mizoram,Aizawl,,"Zuangtui, Aizawl",23.74861111,92.73861111,Debris,Slide,28 May 2024,1,2024-05-28,True,71.2,712.0,ok,948.0,34.28427083463483,13.485972744836644
22815,MZ/AZL/84A10/2024/115,Mizoram,Aizawl,,Muallungthu,23.61,92.72083333,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,912.0,29.588258913349456,160.00938644608115
22816,MZ/AZL/84A10/2024/116,Mizoram,Aizawl,,Muallungthu,23.60666667,92.72305556,Debris,Complex,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,925.0,21.91268521563108,344.73931768684304
22817,MZ/AZL/84A10/2024/117,Mizoram,Aizawl,,Tachhip,23.5925,92.71666667,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,763.0,20.89271235494361,247.58939513448016
22818,MZ/AZL/84A10/2024/118,Mizoram,Aizawl,,Tachhip,23.58722222,92.71361111,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,813.0,35.32950670272117,304.7715443647453
22819,MZ/AZL/84A10/2024/119,Mizoram,Aizawl,,Tachhip,23.57694444,92.71305556,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,906.0,13.701303265728969,149.56558611399709
22820,MZ/AZL/84A10/2024/121,Mizoram,Aizawl,,Tachhip,23.58027778,92.715,Earth,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,918.0,11.025137220804485,5.195365632122517
22821,MZ/AZL/84A10/2024/122,Mizoram,Aizawl,,Tachhip,23.58138889,92.71416667,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,911.0,28.126792548950128,296.98349388128565
22822,MZ/AZL/84A10/2024/123,Mizoram,Aizawl,,Tachhip,23.58694444,92.7175,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,957.0,14.75874214791632,217.06813129324792
22823,MZ/AZL/84A10/2024/124,Mizoram,Aizawl,,Tachhip,23.58555556,92.71583333,Debris,Complex,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,924.0,29.45874416248447,271.6404733957862
22824,MZ/AZL/84A10/2024/125,Mizoram,Aizawl,,Tachhip,23.58583333,92.71638889,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,952.0,20.61211432681338,260.0979876314784
22825,MZ/AZL/84A10/2024/126,Mizoram,Aizawl,,Tachhip,23.58638889,92.71583333,Debris,Slide,28 May 2024,1,2024-05-28,True,65.0,650.0,ok,919.0,23.320635072240577,259.1906844766611
22826,MZ/AZL/84A10/2024/127,Mizoram,Aizawl,,Hualngohmun,23.65388889,92.72444444,Debris,Slide,28 May 2024,1,2024-05-28,True,66.7,667.0,ok,742.0,23.82615193954124,298.4251024918677
